Point ID,alphat,arc_length,epsilon,k,nut,p,p_rgh,Points_0,Points_1,Points_2,Points_Magnitude,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
17,0,0.00408,3740.02,5.08673,0,-12.9642,-12.9642,0.00408,0,0.001,0.00420076,301.061,0,0,0,0,1
18,0,0.00432,3846.7,5.32281,0,-12.5924,-12.5924,0.00432,0,0.001,0.00443423,301.159,0,0,0,0,1
19,0,0.00456,3880.51,5.39952,0,-11.9188,-11.9188,0.00456,0,0.001,0.00466836,301.271,0,0,0,0,1
20,0,0.0048,3898.13,5.44081,0,-11.1782,-11.1782,0.0048,0,0.001,0.00490306,301.385,0,0,0,0,1
21,0,0.00504,3915.75,5.48211,0,-10.4376,-10.4376,0.00504,0,0.001,0.00513825,301.499,0,0,0,0,1
22,0,0.00528,3933.37,5.52341,0,-9.69705,-9.69705,0.00528,0,0.001,0.00537386,301.614,0,0,0,0,1
23,0,0.00552,3935.55,5.52854,0,-9.05727,-9.05727,0.00552,0,0.001,0.00560985,301.732,0,0,0,0,1
24,0,0.00576,3896.59,5.43725,0,-8.68632,-8.68632,0.00576,0,0.001,0.00584616,301.859,0,0,0,0,1
25,0,0.006,3857.62,5.34596,0,-8.31537,-8.31537,0.006,0,0.001,0.00608276,301.987,0,0,0,0,1
26,0,0.00624,3818.66,5.25468,0,-7.94443,-7.94443,0.00624,0,0.001,0.00631962,302.114,0,0,0,0,1
27,0,0.00648,3779.7,5.16339,0,-7.57348,-7.57348,0.00648,0,0.001,0.00655671,302.242,0,0,0,0,1
28,0,0.00672,3723.86,5.03635,0,-7.29133,-7.29133,0.00672,0,0.001,0.006794,302.377,0,0,0,0,1
29,0,0.00696,3661.7,4.8959,0,-7.04248,-7.04248,0.00696,0,0.001,0.00703147,302.516,0,0,0,0,1
30,0,0.0072,3599.54,4.75545,0,-6.79363,-6.79363,0.0072,0,0.001,0.00726911,302.654,0,0,0,0,1
31,0,0.00744,3537.38,4.615,0,-6.54478,-6.54478,0.00744,0,0.001,0.0075069,302.793,0,0,0,0,1
32,0,0.00768,3474.38,4.47413,0,-6.30041,-6.30041,0.00768,0,0.001,0.00774483,302.933,0,0,0,0,1
33,0,0.00792,3407.66,4.33132,0,-6.07623,-6.07623,0.00792,0,0.001,0.00798288,303.08,0,0,0,0,1
34,0,0.00816,3340.93,4.18852,0,-5.85206,-5.85206,0.00816,0,0.001,0.00822105,303.228,0,0,0,0,1
35,0,0.0084,3274.2,4.04571,0,-5.62788,-5.62788,0.0084,0,0.001,0.00845931,303.375,0,0,0,0,1
36,0,0.00864,3207.47,3.9029,0,-5.4037,-5.4037,0.00864,0,0.001,0.00869768,303.522,0,0,0,0,1
37,0,0.00888,3143.1,3.77027,0,-5.20911,-5.20911,0.00888,0,0.001,0.00893613,303.674,0,0,0,0,1
38,0,0.00912,3080.08,3.64344,0,-5.03142,-5.03142,0.00912,0,0.001,0.00917466,303.829,0,0,0,0,1
39,0,0.00936,3017.06,3.51661,0,-4.85373,-4.85373,0.00936,0,0.001,0.00941327,303.984,0,0,0,0,1
40,0,0.0096,2954.03,3.38978,0,-4.67604,-4.67604,0.0096,0,0.001,0.00965194,304.139,0,0,0,0,1
41,0,0.00984,2891.63,3.26483,0,-4.50154,-4.50154,0.00984,0,0.001,0.00989068,304.294,0,0,0,0,1
42,0,0.01008,2835.37,3.15857,0,-4.3589,-4.3589,0.01008,0,0.001,0.0101295,304.455,0,0,0,0,1
43,0,0.01032,2779.12,3.05231,0,-4.21627,-4.21627,0.01032,0,0.001,0.0103683,304.616,0,0,0,0,1
44,0,0.01056,2722.86,2.94605,0,-4.07363,-4.07363,0.01056,0,0.001,0.0106072,304.777,0,0,0,0,1
45,0,0.0108,2666.61,2.83979,0,-3.931,-3.931,0.0108,0,0.001,0.0108462,304.938,0,0,0,0,1
46,0,0.01104,2614.43,2.74424,0,-3.80054,-3.80054,0.01104,0,0.001,0.0110852,305.102,0,0,0,0,1
47,0,0.01128,2565.64,2.65763,0,-3.68021,-3.68021,0.01128,0,0.001,0.0113242,305.268,0,0,0,0,1
48,0,0.01152,2516.85,2.57101,0,-3.55989,-3.55989,0.01152,0,0.001,0.0115633,305.434,0,0,0,0,1
49,0,0.01176,2468.07,2.48439,0,-3.43957,-3.43957,0.01176,0,0.001,0.0118024,305.6,0,0,0,0,1
50,0,0.012,2419.28,2.39777,0,-3.31925,-3.31925,0.012,0,0.001,0.0120416,305.766,0,0,0,0,1
51,0,0.01224,2377.75,2.32825,0,-3.21695,-3.21695,0.01224,0,0.001,0.0122808,305.937,0,0,0,0,1
52,0,0.01248,2336.23,2.25873,0,-3.11465,-3.11465,0.01248,0,0.001,0.01252,306.107,0,0,0,0,1
53,0,0.01272,2294.7,2.18921,0,-3.01235,-3.01235,0.01272,0,0.001,0.0127592,306.278,0,0,0,0,1
54,0,0.01296,2253.17,2.11969,0,-2.91005,-2.91005,0.01296,0,0.001,0.0129985,306.449,0,0,0,0,1
55,0,0.0132,2214.69,2.05667,0,-2.81437,-2.81437,0.0132,0,0.001,0.0132378,306.621,0,0,0,0,1
56,0,0.01344,2179.85,2.00144,0,-2.72664,-2.72664,0.01344,0,0.001,0.0134772,306.796,0,0,0,0,1
57,0,0.01368,2145.02,1.94621,0,-2.63891,-2.63891,0.01368,0,0.001,0.0137165,306.971,0,0,0,0,1
58,0,0.01392,2110.18,1.89099,0,-2.55118,-2.55118,0.01392,0,0.001,0.0139559,307.146,0,0,0,0,1
59,0,0.01416,2075.35,1.83576,0,-2.46346,-2.46346,0.01416,0,0.001,0.0141953,307.321,0,0,0,0,1
60,0,0.0144,2045.94,1.79114,0,-2.38615,-2.38615,0.0144,0,0.001,0.0144347,307.499,0,0,0,0,1
61,0,0.01464,2017.08,1.74758,0,-2.30989,-2.30989,0.01464,0,0.001,0.0146741,307.677,0,0,0,0,1
62,0,0.01488,1988.21,1.70402,0,-2.23362,-2.23362,0.01488,0,0.001,0.0149136,307.856,0,0,0,0,1
63,0,0.01512,1959.35,1.66046,0,-2.15736,-2.15736,0.01512,0,0.001,0.015153,308.034,0,0,0,0,1
64,0,0.01536,1932.38,1.62032,0,-2.08449,-2.08449,0.01536,0,0.001,0.0153925,308.214,0,0,0,0,1
65,0,0.0156,1908.71,1.58613,0,-2.01754,-2.01754,0.0156,0,0.001,0.015632,308.396,0,0,0,0,1
66,0,0.01584,1885.05,1.55195,0,-1.9506,-1.9506,0.01584,0,0.001,0.0158715,308.578,0,0,0,0,1
67,0,0.01608,1861.39,1.51777,0,-1.88366,-1.88366,0.01608,0,0.001,0.0161111,308.76,0,0,0,0,1
68,0,0.01632,1837.72,1.48359,0,-1.81672,-1.81672,0.01632,0,0.001,0.0163506,308.942,0,0,0,0,1
69,0,0.01656,1817.69,1.45551,0,-1.75609,-1.75609,0.01656,0,0.001,0.0165902,309.127,0,0,0,0,1
70,0,0.0168,1798.47,1.42878,0,-1.69688,-1.69688,0.0168,0,0.001,0.0168297,309.312,0,0,0,0,1
71,0,0.01704,1779.25,1.40205,0,-1.63766,-1.63766,0.01704,0,0.001,0.0170693,309.498,0,0,0,0,1
72,0,0.01728,1760.03,1.37533,0,-1.57844,-1.57844,0.01728,0,0.001,0.0173089,309.683,0,0,0,0,1
73,0,0.01752,1741.83,1.3502,0,-1.52099,-1.52099,0.01752,0,0.001,0.0175485,309.869,0,0,0,0,1
74,0,0.01776,1726.34,1.32936,0,-1.46823,-1.46823,0.01776,0,0.001,0.0177881,310.057,0,0,0,0,1
75,0,0.018,1710.85,1.30851,0,-1.41548,-1.41548,0.018,0,0.001,0.0180278,310.245,0,0,0,0,1
76,0,0.01824,1695.36,1.28766,0,-1.36272,-1.36272,0.01824,0,0.001,0.0182674,310.434,0,0,0,0,1
77,0,0.01848,1679.87,1.26681,0,-1.30997,-1.30997,0.01848,0,0.001,0.018507,310.622,0,0,0,0,1
78,0,0.01872,1666.64,1.24932,0,-1.2612,-1.2612,0.01872,0,0.001,0.0187467,310.811,0,0,0,0,1
79,0,0.01896,1654.25,1.2331,0,-1.21394,-1.21394,0.01896,0,0.001,0.0189864,311.001,0,0,0,0,1
80,0,0.0192,1641.86,1.21687,0,-1.16667,-1.16667,0.0192,0,0.001,0.019226,311.192,0,0,0,0,1
81,0,0.01944,1629.47,1.20065,0,-1.1194,-1.1194,0.01944,0,0.001,0.0194657,311.382,0,0,0,0,1
82,0,0.01968,1617.54,1.18508,0,-1.073,-1.073,0.01968,0,0.001,0.0197054,311.572,0,0,0,0,1
83,0,0.01992,1607.7,1.17248,0,-1.03046,-1.03046,0.01992,0,0.001,0.0199451,311.764,0,0,0,0,1
84,0,0.02016,1597.86,1.15989,0,-0.987927,-0.987927,0.02016,0,0.001,0.0201848,311.956,0,0,0,0,1
85,0,0.0204,1588.02,1.14729,0,-0.945391,-0.945391,0.0204,0,0.001,0.0204245,312.148,0,0,0,0,1
86,0,0.02064,1578.18,1.1347,0,-0.902856,-0.902856,0.02064,0,0.001,0.0206642,312.34,0,0,0,0,1
87,0,0.02088,1569.66,1.12391,0,-0.862929,-0.862929,0.02088,0,0.001,0.0209039,312.533,0,0,0,0,1
88,0,0.02112,1561.9,1.11415,0,-0.824493,-0.824493,0.02112,0,0.001,0.0211437,312.726,0,0,0,0,1
89,0,0.02136,1554.14,1.10439,0,-0.786058,-0.786058,0.02136,0,0.001,0.0213834,312.92,0,0,0,0,1
90,0,0.0216,1546.37,1.09464,0,-0.747622,-0.747622,0.0216,0,0.001,0.0216231,313.113,0,0,0,0,1
91,0,0.02184,1538.76,1.08508,0,-0.70951,-0.70951,0.02184,0,0.001,0.0218629,313.307,0,0,0,0,1
92,0,0.02208,1532.67,1.07755,0,-0.674639,-0.674639,0.02208,0,0.001,0.0221026,313.501,0,0,0,0,1
93,0,0.02232,1526.58,1.07001,0,-0.639767,-0.639767,0.02232,0,0.001,0.0223424,313.695,0,0,0,0,1
94,0,0.02256,1520.49,1.06247,0,-0.604895,-0.604895,0.02256,0,0.001,0.0225822,313.89,0,0,0,0,1
95,0,0.0228,1514.39,1.05493,0,-0.570023,-0.570023,0.0228,0,0.001,0.0228219,314.084,0,0,0,0,1
96,0,0.02304,1509.03,1.04833,0,-0.536861,-0.536861,0.02304,0,0.001,0.0230617,314.279,0,0,0,0,1
97,0,0.02328,1504.28,1.04251,0,-0.505124,-0.505124,0.02328,0,0.001,0.0233015,314.473,0,0,0,0,1
98,0,0.02352,1499.52,1.0367,0,-0.473387,-0.473387,0.02352,0,0.001,0.0235412,314.668,0,0,0,0,1
99,0,0.02376,1494.77,1.03088,0,-0.44165,-0.44165,0.02376,0,0.001,0.023781,314.863,0,0,0,0,1
100,0,0.024,1490.01,1.02506,0,-0.409913,-0.409913,0.024,0,0.001,0.0240208,315.057,0,0,0,0,1
101,0,0.02424,1486.31,1.02059,0,-0.380942,-0.380942,0.02424,0,0.001,0.0242606,315.252,0,0,0,0,1
102,0,0.02448,1482.62,1.01611,0,-0.35197,-0.35197,0.02448,0,0.001,0.0245004,315.447,0,0,0,0,1
103,0,0.02472,1478.92,1.01163,0,-0.322999,-0.322999,0.02472,0,0.001,0.0247402,315.642,0,0,0,0,1
104,0,0.02496,1475.22,1.00715,0,-0.294028,-0.294028,0.02496,0,0.001,0.02498,315.837,0,0,0,0,1
105,0,0.0252,1471.9,1.00314,0,-0.266171,-0.266171,0.0252,0,0.001,0.0252198,316.032,0,0,0,0,1
106,0,0.02544,1469.03,0.999693,0,-0.239651,-0.239651,0.02544,0,0.001,0.0254596,316.227,0,0,0,0,1
107,0,0.02568,1466.17,0.996246,0,-0.213132,-0.213132,0.02568,0,0.001,0.0256995,316.422,0,0,0,0,1
108,0,0.02592,1463.3,0.992799,0,-0.186613,-0.186613,0.02592,0,0.001,0.0259393,316.618,0,0,0,0,1
109,0,0.02616,1460.43,0.989352,0,-0.160093,-0.160093,0.02616,0,0.001,0.0261791,316.813,0,0,0,0,1
110,0,0.0264,1458.15,0.986622,0,-0.135558,-0.135558,0.0264,0,0.001,0.0264189,317.008,0,0,0,0,1
111,0,0.02664,1455.92,0.983963,0,-0.111221,-0.111221,0.02664,0,0.001,0.0266588,317.203,0,0,0,0,1
112,0,0.02688,1453.7,0.981304,0,-0.0868837,-0.0868837,0.02688,0,0.001,0.0268986,317.398,0,0,0,0,1
113,0,0.02712,1451.48,0.978645,0,-0.0625466,-0.0625466,0.02712,0,0.001,0.0271384,317.593,0,0,0,0,1
114,0,0.02736,1449.43,0.976201,0,-0.0389253,-0.0389253,0.02736,0,0.001,0.0273783,317.788,0,0,0,0,1
115,0,0.0276,1447.69,0.974132,0,-0.0165569,-0.0165569,0.0276,0,0.001,0.0276181,317.983,0,0,0,0,1
116,0,0.02784,1445.95,0.972063,0,0.00581147,0.00581147,0.02784,0,0.001,0.027858,318.177,0,0,0,0,1
117,0,0.02808,1444.21,0.969994,0,0.0281799,0.0281799,0.02808,0,0.001,0.0280978,318.372,0,0,0,0,1
118,0,0.02832,1442.47,0.967925,0,0.0505483,0.0505483,0.02832,0,0.001,0.0283377,318.567,0,0,0,0,1
119,0,0.02856,1441.02,0.966203,0,0.0714689,0.0714689,0.02856,0,0.001,0.0285775,318.761,0,0,0,0,1
120,0,0.0288,1439.63,0.964559,0,0.0920679,0.0920679,0.0288,0,0.001,0.0288174,318.956,0,0,0,0,1
121,0,0.02904,1438.25,0.962916,0,0.112667,0.112667,0.02904,0,0.001,0.0290572,319.15,0,0,0,0,1
122,0,0.02928,1436.86,0.961272,0,0.133266,0.133266,0.02928,0,0.001,0.0292971,319.344,0,0,0,0,1
123,0,0.02952,1435.54,0.959706,0,0.153431,0.153431,0.02952,0,0.001,0.0295369,319.538,0,0,0,0,1
124,0,0.02976,1434.39,0.958352,0,0.172438,0.172438,0.02976,0,0.001,0.0297768,319.731,0,0,0,0,1
125,0,0.03,1433.25,0.956997,0,0.191445,0.191445,0.03,0,0.001,0.0300167,319.924,0,0,0,0,1
126,0,0.03024,1432.1,0.955642,0,0.210453,0.210453,0.03024,0,0.001,0.0302565,320.117,0,0,0,0,1
127,0,0.03048,1430.95,0.954287,0,0.22946,0.22946,0.03048,0,0.001,0.0304964,320.31,0,0,0,0,1
128,0,0.03072,1429.91,0.95306,0,0.247397,0.247397,0.03072,0,0.001,0.0307363,320.503,0,0,0,0,1
129,0,0.03096,1428.91,0.951882,0,0.264932,0.264932,0.03096,0,0.001,0.0309761,320.694,0,0,0,0,1
130,0,0.0312,1427.91,0.950703,0,0.282467,0.282467,0.0312,0,0.001,0.031216,320.886,0,0,0,0,1
131,0,0.03144,1426.91,0.949525,0,0.300003,0.300003,0.03144,0,0.001,0.0314559,321.078,0,0,0,0,1
132,0,0.03168,1425.93,0.948362,0,0.317287,0.317287,0.03168,0,0.001,0.0316958,321.27,0,0,0,0,1
133,0,0.03192,1425,0.947267,0,0.333444,0.333444,0.03192,0,0.001,0.0319357,321.46,0,0,0,0,1
134,0,0.03216,1424.06,0.946173,0,0.3496,0.3496,0.03216,0,0.001,0.0321755,321.649,0,0,0,0,1
135,0,0.0324,1423.13,0.945078,0,0.365756,0.365756,0.0324,0,0.001,0.0324154,321.839,0,0,0,0,1
136,0,0.03264,1422.2,0.943984,0,0.381913,0.381913,0.03264,0,0.001,0.0326553,322.029,0,0,0,0,1
137,0,0.03288,1421.28,0.942898,0,0.397246,0.397246,0.03288,0,0.001,0.0328952,322.218,0,0,0,0,1
138,0,0.03312,1420.36,0.941818,0,0.412108,0.412108,0.03312,0,0.001,0.0331351,322.406,0,0,0,0,1
139,0,0.03336,1419.44,0.940737,0,0.426971,0.426971,0.03336,0,0.001,0.033375,322.593,0,0,0,0,1
140,0,0.0336,1418.52,0.939657,0,0.441833,0.441833,0.0336,0,0.001,0.0336149,322.781,0,0,0,0,1
141,0,0.03384,1417.59,0.938573,0,0.456589,0.456589,0.03384,0,0.001,0.0338548,322.968,0,0,0,0,1
142,0,0.03408,1416.64,0.937456,0,0.470273,0.470273,0.03408,0,0.001,0.0340947,323.153,0,0,0,0,1
143,0,0.03432,1415.69,0.936338,0,0.483957,0.483957,0.03432,0,0.001,0.0343346,323.338,0,0,0,0,1
144,0,0.03456,1414.73,0.935221,0,0.497641,0.497641,0.03456,0,0.001,0.0345745,323.523,0,0,0,0,1
145,0,0.0348,1413.78,0.934103,0,0.511325,0.511325,0.0348,0,0.001,0.0348144,323.707,0,0,0,0,1
146,0,0.03504,1412.79,0.932949,0,0.524411,0.524411,0.03504,0,0.001,0.0350543,323.891,0,0,0,0,1
147,0,0.03528,1411.78,0.931763,0,0.536999,0.536999,0.03528,0,0.001,0.0352942,324.072,0,0,0,0,1
148,0,0.03552,1410.76,0.930577,0,0.549587,0.549587,0.03552,0,0.001,0.0355341,324.254,0,0,0,0,1
149,0,0.03576,1409.75,0.929391,0,0.562175,0.562175,0.03576,0,0.001,0.035774,324.436,0,0,0,0,1
150,0,0.036,1408.73,0.928205,0,0.574763,0.574763,0.036,0,0.001,0.0360139,324.617,0,0,0,0,1
151,0,0.03624,1407.64,0.926937,0,0.586344,0.586344,0.03624,0,0.001,0.0362538,324.796,0,0,0,0,1
152,0,0.03648,1406.55,0.92567,0,0.597925,0.597925,0.03648,0,0.001,0.0364937,324.975,0,0,0,0,1
153,0,0.03672,1405.47,0.924402,0,0.609506,0.609506,0.03672,0,0.001,0.0367336,325.154,0,0,0,0,1
154,0,0.03696,1404.38,0.923134,0,0.621087,0.621087,0.03696,0,0.001,0.0369735,325.332,0,0,0,0,1
155,0,0.0372,1403.25,0.921823,0,0.632243,0.632243,0.0372,0,0.001,0.0372134,325.51,0,0,0,0,1
156,0,0.03744,1402.08,0.920458,0,0.642889,0.642889,0.03744,0,0.001,0.0374533,325.685,0,0,0,0,1
157,0,0.03768,1400.9,0.919093,0,0.653535,0.653535,0.03768,0,0.001,0.0376933,325.86,0,0,0,0,1
158,0,0.03792,1399.73,0.917728,0,0.664181,0.664181,0.03792,0,0.001,0.0379332,326.036,0,0,0,0,1
159,0,0.03816,1398.55,0.916363,0,0.674827,0.674827,0.03816,0,0.001,0.0381731,326.211,0,0,0,0,1
160,0,0.0384,1397.3,0.914917,0,0.684686,0.684686,0.0384,0,0.001,0.038413,326.383,0,0,0,0,1
161,0,0.03864,1396.05,0.913462,0,0.694466,0.694466,0.03864,0,0.001,0.0386529,326.556,0,0,0,0,1
162,0,0.03888,1394.79,0.912007,0,0.704247,0.704247,0.03888,0,0.001,0.0388929,326.728,0,0,0,0,1
163,0,0.03912,1393.54,0.910553,0,0.714028,0.714028,0.03912,0,0.001,0.0391328,326.9,0,0,0,0,1
164,0,0.03936,1392.26,0.909073,0,0.723526,0.723526,0.03936,0,0.001,0.0393727,327.071,0,0,0,0,1
165,0,0.0396,1390.94,0.90755,0,0.732531,0.732531,0.0396,0,0.001,0.0396126,327.241,0,0,0,0,1
166,0,0.03984,1389.63,0.906027,0,0.741536,0.741536,0.03984,0,0.001,0.0398525,327.41,0,0,0,0,1
167,0,0.04008,1388.31,0.904504,0,0.75054,0.75054,0.04008,0,0.001,0.0400925,327.58,0,0,0,0,1
168,0,0.04032,1386.99,0.90298,0,0.759545,0.759545,0.04032,0,0.001,0.0403324,327.749,0,0,0,0,1
169,0,0.04056,1385.62,0.901404,0,0.767952,0.767952,0.04056,0,0.001,0.0405723,327.916,0,0,0,0,1
170,0,0.0408,1384.24,0.899816,0,0.776226,0.776226,0.0408,0,0.001,0.0408123,328.083,0,0,0,0,1
171,0,0.04104,1382.86,0.898228,0,0.784501,0.784501,0.04104,0,0.001,0.0410522,328.25,0,0,0,0,1
172,0,0.04128,1381.48,0.89664,0,0.792775,0.792775,0.04128,0,0.001,0.0412921,328.416,0,0,0,0,1
173,0,0.04152,1380.09,0.895037,0,0.800866,0.800866,0.04152,0,0.001,0.041532,328.582,0,0,0,0,1
174,0,0.04176,1378.65,0.893392,0,0.808467,0.808467,0.04176,0,0.001,0.041772,328.746,0,0,0,0,1
175,0,0.042,1377.22,0.891746,0,0.816068,0.816068,0.042,0,0.001,0.0420119,328.909,0,0,0,0,1
176,0,0.04224,1375.79,0.890101,0,0.823669,0.823669,0.04224,0,0.001,0.0422518,329.073,0,0,0,0,1
177,0,0.04248,1374.35,0.888456,0,0.83127,0.83127,0.04248,0,0.001,0.0424918,329.236,0,0,0,0,1
178,0,0.04272,1372.88,0.886775,0,0.838431,0.838431,0.04272,0,0.001,0.0427317,329.398,0,0,0,0,1
179,0,0.04296,1371.4,0.88508,0,0.845428,0.845428,0.04296,0,0.001,0.0429716,329.558,0,0,0,0,1
180,0,0.0432,1369.92,0.883386,0,0.852423,0.852423,0.0432,0,0.001,0.0432116,329.719,0,0,0,0,1
181,0,0.04344,1368.44,0.881692,0,0.85942,0.85942,0.04344,0,0.001,0.0434515,329.879,0,0,0,0,1
182,0,0.04368,1366.95,0.87999,0,0.866317,0.866317,0.04368,0,0.001,0.0436914,330.039,0,0,0,0,1
183,0,0.04392,1365.43,0.878255,0,0.87277,0.87277,0.04392,0,0.001,0.0439314,330.197,0,0,0,0,1
184,0,0.04416,1363.9,0.87652,0,0.879224,0.879224,0.04416,0,0.001,0.0441713,330.354,0,0,0,0,1
185,0,0.0444,1362.38,0.874785,0,0.885677,0.885677,0.0444,0,0.001,0.0444113,330.511,0,0,0,0,1
186,0,0.04464,1360.86,0.87305,0,0.892131,0.892131,0.04464,0,0.001,0.0446512,330.669,0,0,0,0,1
187,0,0.04488,1359.31,0.871294,0,0.898264,0.898264,0.04488,0,0.001,0.0448911,330.824,0,0,0,0,1
188,0,0.04512,1357.76,0.869526,0,0.904214,0.904214,0.04512,0,0.001,0.0451311,330.978,0,0,0,0,1
189,0,0.04536,1356.2,0.867758,0,0.910164,0.910164,0.04536,0,0.001,0.045371,331.133,0,0,0,0,1
190,0,0.0456,1354.64,0.86599,0,0.916114,0.916114,0.0456,0,0.001,0.045611,331.287,0,0,0,0,1
191,0,0.04584,1353.08,0.864219,0,0.922019,0.922019,0.04584,0,0.001,0.0458509,331.441,0,0,0,0,1
192,0,0.04608,1351.49,0.862424,0,0.927472,0.927472,0.04608,0,0.001,0.0460908,331.592,0,0,0,0,1
193,0,0.04632,1349.91,0.86063,0,0.932924,0.932924,0.04632,0,0.001,0.0463308,331.743,0,0,0,0,1
194,0,0.04656,1348.32,0.858835,0,0.938377,0.938377,0.04656,0,0.001,0.0465707,331.894,0,0,0,0,1
195,0,0.0468,1346.73,0.85704,0,0.943829,0.943829,0.0468,0,0.001,0.0468107,332.045,0,0,0,0,1
196,0,0.04704,1345.13,0.855232,0,0.949015,0.949015,0.04704,0,0.001,0.0470506,332.195,0,0,0,0,1
197,0,0.04728,1343.51,0.853414,0,0.95398,0.95398,0.04728,0,0.001,0.0472906,332.343,0,0,0,0,1
198,0,0.04752,1341.9,0.851596,0,0.958944,0.958944,0.04752,0,0.001,0.0475305,332.491,0,0,0,0,1
199,0,0.04776,1340.28,0.849778,0,0.963909,0.963909,0.04776,0,0.001,0.0477705,332.639,0,0,0,0,1
200,0,0.048,1338.67,0.84796,0,0.968874,0.968874,0.048,0,0.001,0.0480104,332.787,0,0,0,0,1
201,0,0.04824,1337.03,0.846122,0,0.973404,0.973404,0.04824,0,0.001,0.0482504,332.932,0,0,0,0,1
202,0,0.04848,1335.39,0.844283,0,0.977934,0.977934,0.04848,0,0.001,0.0484903,333.077,0,0,0,0,1
203,0,0.04872,1333.75,0.842445,0,0.982464,0.982464,0.04872,0,0.001,0.0487303,333.222,0,0,0,0,1
204,0,0.04896,1332.11,0.840606,0,0.986994,0.986994,0.04896,0,0.001,0.0489702,333.367,0,0,0,0,1
205,0,0.0492,1330.46,0.838759,0,0.991356,0.991356,0.0492,0,0.001,0.0492102,333.511,0,0,0,0,1
206,0,0.04944,1328.8,0.836902,0,0.995518,0.995518,0.04944,0,0.001,0.0494501,333.653,0,0,0,0,1
207,0,0.04968,1327.14,0.835045,0,0.99968,0.99968,0.04968,0,0.001,0.0496901,333.795,0,0,0,0,1
208,0,0.04992,1325.48,0.833188,0,1.00384,1.00384,0.04992,0,0.001,0.04993,333.937,0,0,0,0,1
209,0,0.05016,1323.82,0.831331,0,1.008,1.008,0.05016,0,0.001,0.05017,334.08,0,0,0,0,1
210,0,0.0504,1322.13,0.829459,0,1.01187,1.01187,0.0504,0,0.001,0.0504099,334.219,0,0,0,0,1
211,0,0.05064,1320.45,0.827586,0,1.0157,1.0157,0.05064,0,0.001,0.0506499,334.358,0,0,0,0,1
212,0,0.05088,1318.76,0.825713,0,1.01953,1.01953,0.05088,0,0.001,0.0508898,334.497,0,0,0,0,1
213,0,0.05112,1317.08,0.82384,0,1.02336,1.02336,0.05112,0,0.001,0.0511298,334.636,0,0,0,0,1
214,0,0.05136,1315.39,0.821962,0,1.02706,1.02706,0.05136,0,0.001,0.0513697,334.775,0,0,0,0,1
215,0,0.0516,1313.68,0.820075,0,1.03054,1.03054,0.0516,0,0.001,0.0516097,334.911,0,0,0,0,1
216,0,0.05184,1311.98,0.818188,0,1.03402,1.03402,0.05184,0,0.001,0.0518496,335.047,0,0,0,0,1
217,0,0.05208,1310.27,0.816301,0,1.03751,1.03751,0.05208,0,0.001,0.0520896,335.184,0,0,0,0,1
