Point ID,alphat,arc_length,epsilon,k,nut,p,p_rgh,Points_0,Points_1,Points_2,Points_Magnitude,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
130,0,0.0312,2178.36,1.99692,0,0.639675,0.639675,0.0312,0,0.001,0.031216,308.284,0,0,0,0,1
131,0,0.03144,2158.56,1.96522,0,0.653468,0.653468,0.03144,0,0.001,0.0314559,308.379,0,0,0,0,1
132,0,0.03168,2139.11,1.93422,0,0.667055,0.667055,0.03168,0,0.001,0.0316958,308.474,0,0,0,0,1
133,0,0.03192,2121.23,1.90636,0,0.679717,0.679717,0.03192,0,0.001,0.0319357,308.57,0,0,0,0,1
134,0,0.03216,2103.34,1.87851,0,0.692379,0.692379,0.03216,0,0.001,0.0321755,308.665,0,0,0,0,1
135,0,0.0324,2085.45,1.85066,0,0.705042,0.705042,0.0324,0,0.001,0.0324154,308.761,0,0,0,0,1
136,0,0.03264,2067.57,1.8228,0,0.717704,0.717704,0.03264,0,0.001,0.0326553,308.856,0,0,0,0,1
137,0,0.03288,2050.77,1.79706,0,0.729673,0.729673,0.03288,0,0.001,0.0328952,308.952,0,0,0,0,1
138,0,0.03312,2034.59,1.77253,0,0.741246,0.741246,0.03312,0,0.001,0.0331351,309.048,0,0,0,0,1
139,0,0.03336,2018.41,1.748,0,0.752819,0.752819,0.03336,0,0.001,0.033375,309.143,0,0,0,0,1
140,0,0.0336,2002.23,1.72346,0,0.764392,0.764392,0.0336,0,0.001,0.0336149,309.239,0,0,0,0,1
141,0,0.03384,1986.19,1.69919,0,0.775871,0.775871,0.03384,0,0.001,0.0338548,309.335,0,0,0,0,1
142,0,0.03408,1971.53,1.6775,0,0.786399,0.786399,0.03408,0,0.001,0.0340947,309.431,0,0,0,0,1
143,0,0.03432,1956.87,1.65582,0,0.796928,0.796928,0.03432,0,0.001,0.0343346,309.527,0,0,0,0,1
144,0,0.03456,1942.2,1.63414,0,0.807456,0.807456,0.03456,0,0.001,0.0345745,309.623,0,0,0,0,1
145,0,0.0348,1927.54,1.61245,0,0.817984,0.817984,0.0348,0,0.001,0.0348144,309.719,0,0,0,0,1
146,0,0.03504,1913.61,1.5921,0,0.827968,0.827968,0.03504,0,0.001,0.0350543,309.815,0,0,0,0,1
147,0,0.03528,1900.28,1.57285,0,0.837499,0.837499,0.03528,0,0.001,0.0352942,309.911,0,0,0,0,1
148,0,0.03552,1886.96,1.55361,0,0.847029,0.847029,0.03552,0,0.001,0.0355341,310.008,0,0,0,0,1
149,0,0.03576,1873.63,1.53436,0,0.85656,0.85656,0.03576,0,0.001,0.035774,310.104,0,0,0,0,1
150,0,0.036,1860.31,1.51512,0,0.86609,0.86609,0.036,0,0.001,0.0360139,310.2,0,0,0,0,1
151,0,0.03624,1848.17,1.49798,0,0.874699,0.874699,0.03624,0,0.001,0.0362538,310.296,0,0,0,0,1
152,0,0.03648,1836.03,1.48083,0,0.883308,0.883308,0.03648,0,0.001,0.0364937,310.393,0,0,0,0,1
153,0,0.03672,1823.89,1.46369,0,0.891917,0.891917,0.03672,0,0.001,0.0367336,310.489,0,0,0,0,1
154,0,0.03696,1811.76,1.44654,0,0.900525,0.900525,0.03696,0,0.001,0.0369735,310.585,0,0,0,0,1
155,0,0.0372,1800.1,1.43022,0,0.908748,0.908748,0.0372,0,0.001,0.0372134,310.681,0,0,0,0,1
156,0,0.03744,1789.01,1.41489,0,0.916506,0.916506,0.03744,0,0.001,0.0374533,310.777,0,0,0,0,1
157,0,0.03768,1777.93,1.39956,0,0.924264,0.924264,0.03768,0,0.001,0.0376933,310.874,0,0,0,0,1
158,0,0.03792,1766.85,1.38423,0,0.932023,0.932023,0.03792,0,0.001,0.0379332,310.97,0,0,0,0,1
